Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
ix,	six,	six,	True
tre,	three,	three,	True
fine,	nine,	seven,	False
feivn,	five,	seven,	False
ei,	five,	zero,	False
ei,	five,	eight,	False
fur,	four,	four,	True
twh,	two,	three,	False
zero,	zero,	zero,	True
f,	four,	four,	True
zero,	zero,	zero,	True
foe,	four,	seven,	False
zero,	zero,	zero,	True
t,	two,	three,	False
two,	two,	two,	True
i,	nine,	six,	False
srixe,	six,	six,	True
five,	five,	five,	True
two,	two,	two,	True
two,	two,	two,	True
feve,	five,	seven,	False
svn,	seven,	seven,	True
eighe,	eight,	eight,	True
six,	six,	six,	True
twe,	two,	two,	True
on,	one,	one,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
two,	two,	two,	True
ixe,	six,	eight,	False
zer,	zero,	zero,	True
nin,	nine,	nine,	True
ihn,	nine,	eight,	False
f,	four,	four,	True
zere,	zero,	zero,	True
o,	four,	one,	False
ton,	two,	three,	False
six,	six,	six,	True
six,	six,	six,	True
fiv,	five,	five,	True
fivfev,	five,	seven,	False
to,	two,	three,	False
nin,	nine,	nine,	True
,	seven,	two,	False
eg,	nine,	two,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
ro,	two,	zero,	False
nin,	nine,	nine,	True
fourt,	four,	four,	True
zerof,	zero,	zero,	True
hre,	three,	three,	True
siv,	five,	seven,	False
tw,	two,	two,	True
fivf,	five,	five,	True
fiv,	five,	five,	True
sve,	five,	seven,	False
twe,	two,	eight,	False
hre,	three,	three,	True
six,	six,	six,	True
fiv,	five,	five,	True
five,	five,	five,	True
three,	three,	three,	True
five,	five,	five,	True
fiv,	five,	five,	True
fie,	five,	five,	True
e,	three,	eight,	False
fiv,	five,	three,	False
six,	six,	six,	True
two,	two,	two,	True
i,	one,	nine,	False
wr,	three,	three,	True
six,	six,	six,	True
fin,	five,	five,	True
s,	five,	six,	False
sein,	six,	seven,	False
fiv,	five,	seven,	False
tw,	two,	three,	False
siv,	five,	six,	False
fivf,	five,	five,	True
fiv,	five,	five,	True
one,	one,	one,	True
tw,	two,	two,	True
zr,	zero,	zero,	True
nine,	nine,	nine,	True
twxi,	two,	six,	False
two,	two,	two,	True
fiur,	four,	four,	True
sixn,	six,	six,	True
n,	nine,	one,	False
on,	one,	one,	True
t,	two,	two,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
t,	two,	three,	False
o,	four,	one,	False
fivnt,	five,	seven,	False
fin,	five,	nine,	False
n,	nine,	one,	False
o,	four,	three,	False
n,	nine,	nine,	True
five,	five,	five,	True
fiv,	five,	seven,	False
in,	one,	three,	False
twoin,	two,	two,	True
oe,	two,	one,	False
ig,	nine,	eight,	False
n,	nine,	nine,	True
fne,	nine,	five,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
foneg,	nine,	four,	False
sivn,	seven,	seven,	True
f,	four,	four,	True
six,	six,	six,	True
zi,	two,	zero,	False
si,	six,	six,	True
fu,	four,	four,	True
fo,	four,	one,	False
eig,	eight,	eight,	True
nin,	nine,	nine,	True
o,	four,	zero,	False
tw,	two,	two,	True
sev,	seven,	seven,	True
eih,	five,	eight,	False
eigf,	eight,	eight,	True
two,	two,	two,	True
sevn,	seven,	seven,	True
si,	six,	six,	True
e,	three,	one,	False
o,	four,	zero,	False
five,	five,	five,	True
sev,	seven,	seven,	True
fo,	four,	four,	True
nine,	nine,	nine,	True
tohe,	two,	three,	False
ixin,	six,	six,	True
stve,	five,	six,	False
zro,	zero,	zero,	True
v,	five,	two,	False
ogo,	zero,	two,	False
z,	two,	zero,	False
e,	three,	zero,	False
sin,	five,	six,	False
,	four,	four,	True
tg,	two,	eight,	False
nefivn,	five,	five,	True
fou,	four,	four,	True
nine,	nine,	nine,	True
fi,	five,	six,	False
wnin,	nine,	nine,	True
two,	two,	two,	True
e,	three,	zero,	False
fivn,	five,	five,	True
sevn,	seven,	seven,	True
sev,	seven,	six,	False
twe,	two,	eight,	False
in,	five,	nine,	False
i,	nine,	eight,	False
zer,	zero,	zero,	True
oun,	one,	one,	True
fiv,	five,	five,	True
eig,	eight,	eight,	True
two,	two,	two,	True
zero,	zero,	zero,	True
sfiv,	five,	five,	True
n,	nine,	one,	False
eig,	eight,	eight,	True
sixon,	six,	zero,	False
sivoi,	five,	seven,	False
nin,	nine,	nine,	True
five,	five,	five,	True
,	five,	one,	False
three,	three,	three,	True
on,	one,	one,	True
four,	four,	four,	True
fiv,	five,	nine,	False
tir,	three,	zero,	False
five,	five,	five,	True
sivn,	seven,	seven,	True
fi,	five,	four,	False
eighe,	eight,	eight,	True
one,	one,	one,	True
nine,	nine,	nine,	True
ih,	nine,	eight,	False
five,	five,	five,	True
e,	three,	zero,	False
nin,	nine,	nine,	True
oe,	nine,	one,	False
,	five,	seven,	False
fone,	one,	one,	True
one,	one,	one,	True
ni,	nine,	one,	False
nin,	nine,	nine,	True
thr,	three,	three,	True
one,	one,	one,	True
six,	six,	six,	True
six,	six,	zero,	False
,	six,	one,	False
six,	six,	six,	True
eig,	eight,	eight,	True
six,	six,	six,	True
iren,	nine,	three,	False
fivef,	five,	five,	True
tiw,	two,	zero,	False
ivn,	five,	nine,	False
sixe,	six,	six,	True
fiv,	five,	five,	True
tw,	two,	two,	True
zr,	zero,	zero,	True
fvur,	four,	four,	True
zexe,	six,	six,	True
five,	five,	five,	True
eiv,	five,	three,	False
sivn,	seven,	seven,	True
fu,	four,	four,	True
o,	zero,	zero,	True
fsivin,	five,	seven,	False
sive,	five,	seven,	False
niv,	nine,	nine,	True
th,	three,	three,	True
zeo,	zero,	zero,	True
six,	six,	six,	True
th,	two,	three,	False
foue,	four,	four,	True
fon,	one,	one,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
six,	six,	six,	True
tiwtn,	two,	two,	True
oue,	one,	one,	True
tw,	two,	two,	True
tih,	two,	three,	False
zeo,	zero,	zero,	True
eig,	eight,	eight,	True
e,	three,	one,	False
sevev,	seven,	seven,	True
sevn,	seven,	seven,	True
n,	nine,	nine,	True
zero,	zero,	zero,	True
sfe,	five,	seven,	False
six,	six,	six,	True
eig,	eight,	eight,	True
five,	five,	five,	True
n,	nine,	nine,	True
iv,	four,	five,	False
nin,	nine,	nine,	True
tore,	four,	three,	False
four,	four,	four,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
si,	six,	six,	True
siv,	five,	seven,	False
,	five,	six,	False
fiv,	five,	four,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
zoe,	zero,	zero,	True
fouren,	four,	four,	True
fou,	four,	four,	True
oe,	zero,	one,	False
twoe,	two,	two,	True
onen,	one,	one,	True
n,	nine,	three,	False
thrx,	three,	three,	True
fon,	one,	one,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
fe,	five,	four,	False
nin,	nine,	nine,	True
itone,	one,	one,	True
iezr,	zero,	zero,	True
four,	four,	four,	True
ig,	nine,	eight,	False
one,	one,	one,	True
th,	three,	three,	True
fiv,	five,	five,	True
three,	three,	three,	True
tw,	two,	two,	True
four,	four,	four,	True
o,	four,	one,	False
t,	two,	three,	False
seg,	three,	eight,	False
five,	five,	five,	True
,	three,	three,	True
ne,	nine,	nine,	True
iv,	four,	five,	False
five,	five,	five,	True
one,	one,	one,	True
sivi,	five,	seven,	False
eight,	eight,	eight,	True
eih,	nine,	eight,	False
tw,	two,	two,	True
isix,	six,	six,	True
two,	two,	two,	True
tw,	two,	two,	True
one,	one,	one,	True
oe,	two,	one,	False
fr,	four,	four,	True
zeo,	zero,	zero,	True
nini,	nine,	nine,	True
ig,	nine,	eight,	False
iur,	four,	four,	True
fo,	four,	one,	False
f,	four,	four,	True
o,	zero,	zero,	True
four,	four,	four,	True
fourn,	four,	four,	True
nin,	nine,	nine,	True
four,	four,	four,	True
eigh,	eight,	eight,	True
swo,	two,	two,	True
xo,	six,	three,	False
zsrog,	zero,	zero,	True
svn,	seven,	seven,	True
zerx,	zero,	three,	False
three,	three,	three,	True
tw,	two,	two,	True
fiv,	five,	five,	True
sen,	three,	seven,	False
one,	one,	one,	True
nin,	nine,	nine,	True
ero,	zero,	zero,	True
tihren,	three,	three,	True
x,	six,	three,	False
sixg,	six,	six,	True
six,	six,	six,	True
one,	one,	one,	True
two,	two,	two,	True
nine,	nine,	nine,	True
zer,	zero,	zero,	True
ne,	nine,	nine,	True
six,	six,	six,	True
sev,	seven,	seven,	True
tio,	two,	three,	False
twen,	two,	two,	True
,	two,	two,	True
two,	two,	two,	True
two,	two,	two,	True
four,	four,	four,	True
twr,	two,	two,	True
oe,	one,	one,	True
four,	four,	four,	True
te,	three,	seven,	False
tw,	two,	two,	True
six,	six,	six,	True
three,	three,	three,	True
ove,	five,	five,	True
tw,	two,	two,	True
two,	two,	two,	True
eg,	two,	eight,	False
one,	one,	one,	True
furn,	four,	four,	True
two,	two,	two,	True
fiv,	five,	five,	True
sevev,	seven,	seven,	True
zero,	zero,	zero,	True
sti,	six,	six,	True
three,	three,	three,	True
si,	six,	zero,	False
ig,	nine,	eight,	False
fiur,	four,	four,	True
zero,	zero,	zero,	True
six,	six,	six,	True
thrf,	three,	three,	True
fiv,	five,	five,	True
zexf,	six,	six,	True
sv,	seven,	seven,	True
ze,	three,	six,	False
zr,	zero,	zero,	True
oni,	nine,	one,	False
one,	one,	one,	True
sze,	six,	seven,	False
fr,	four,	four,	True
ni,	nine,	nine,	True
fo,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
eigh,	eight,	eight,	True
tgx,	six,	eight,	False
ser,	three,	six,	False
n,	nine,	four,	False
t,	two,	two,	True
thr,	three,	three,	True
tw,	two,	two,	True
six,	six,	six,	True
twh,	two,	three,	False
fivur,	five,	four,	False
fiv,	five,	five,	True
tw,	two,	two,	True
four,	four,	four,	True
on,	one,	one,	True
sev,	seven,	seven,	True
for,	four,	four,	True
twen,	two,	two,	True
eigh,	eight,	eight,	True
twx,	two,	six,	False
egh,	eight,	eight,	True
nin,	nine,	nine,	True
eigti,	eight,	eight,	True
,	three,	one,	False
n,	nine,	one,	False
sixsiv,	six,	six,	True
to,	two,	four,	False
threnin,	three,	three,	True
th,	two,	three,	False
five,	five,	five,	True
sx,	six,	six,	True
fu,	four,	four,	True
tohr,	four,	three,	False
twn,	two,	two,	True
seven,	seven,	seven,	True
eighn,	eight,	eight,	True
i,	one,	five,	False
i,	nine,	nine,	True
,	nine,	five,	False
eigt,	eight,	eight,	True
fiv,	five,	five,	True
twon,	two,	two,	True
one,	one,	one,	True
nin,	nine,	nine,	True
,	four,	four,	True
nin,	nine,	nine,	True
n,	nine,	zero,	False
tw,	two,	two,	True
three,	three,	three,	True
fiv,	five,	five,	True
zero,	zero,	zero,	True
thret,	three,	three,	True
n,	nine,	one,	False
n,	nine,	one,	False
fwur,	four,	four,	True
eig,	eight,	eight,	True
nigh,	nine,	eight,	False
f,	five,	four,	False
tw,	two,	two,	True
eig,	eight,	eight,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
ou,	two,	one,	False
fiv,	five,	five,	True
sixe,	six,	seven,	False
fiv,	five,	five,	True
zeror,	zero,	zero,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
o,	four,	one,	False
fsiv,	five,	four,	False
six,	six,	six,	True
eighnin,	eight,	eight,	True
eig,	eight,	eight,	True
thr,	three,	three,	True
eigh,	eight,	eight,	True
sevn,	seven,	seven,	True
two,	two,	eight,	False
thr,	three,	three,	True
sio,	six,	three,	False
on,	one,	one,	True
fiv,	five,	five,	True
,	three,	zero,	False
eigh,	eight,	eight,	True
sw,	two,	six,	False
th,	three,	three,	True
three,	three,	three,	True
sve,	five,	seven,	False
two,	two,	two,	True
two,	two,	two,	True
seven,	seven,	seven,	True
sir,	three,	six,	False
sie,	six,	six,	True
sif,	five,	six,	False
nine,	nine,	nine,	True
five,	five,	seven,	False
nin,	nine,	nine,	True
s,	five,	six,	False
zer,	zero,	zero,	True
six,	six,	six,	True
four,	four,	four,	True
,	three,	one,	False
nine,	nine,	nine,	True
three,	three,	three,	True
zero,	zero,	zero,	True
one,	one,	one,	True
sev,	seven,	seven,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
tr,	three,	zero,	False
two,	two,	two,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
swv,	five,	seven,	False
on,	one,	one,	True
three,	three,	three,	True
eig,	eight,	zero,	False
twr,	two,	two,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
siv,	five,	six,	False
six,	six,	six,	True
six,	six,	six,	True
sve,	five,	seven,	False
fiv,	five,	five,	True
zero,	zero,	zero,	True
niv,	nine,	nine,	True
sevt,	seven,	seven,	True
six,	six,	six,	True
niv,	five,	nine,	False
,	three,	seven,	False
on,	one,	one,	True
two,	two,	two,	True
fin,	five,	one,	False
twn,	two,	two,	True
sev,	seven,	seven,	True
six,	six,	six,	True
fiv,	five,	five,	True
on,	one,	one,	True
sioe,	nine,	three,	False
igh,	nine,	eight,	False
fiv,	five,	five,	True
four,	four,	four,	True
four,	four,	four,	True
th,	two,	three,	False
nin,	nine,	nine,	True
sex,	six,	six,	True
zro,	zero,	zero,	True
nin,	nine,	nine,	True
e,	three,	eight,	False
tw,	two,	two,	True
fiv,	five,	five,	True
four,	four,	four,	True
,	three,	five,	False
six,	six,	six,	True
fif,	five,	five,	True
eh,	two,	eight,	False
ze,	three,	zero,	False
f,	five,	four,	False
zero,	zero,	zero,	True
fi,	five,	three,	False
,	five,	zero,	False
ohre,	four,	three,	False
hr,	four,	three,	False
inhe,	nine,	three,	False
three,	three,	three,	True
si,	six,	six,	True
n,	nine,	one,	False
thr,	three,	three,	True
the,	six,	three,	False
si,	six,	seven,	False
twi,	two,	six,	False
zeiro,	zero,	zero,	True
twfour,	four,	four,	True
se,	three,	seven,	False
ert,	three,	zero,	False
si,	six,	six,	True
tr,	three,	three,	True
on,	one,	one,	True
six,	six,	six,	True
sevn,	seven,	seven,	True
o,	zero,	one,	False
tw,	two,	two,	True
ninine,	nine,	nine,	True
thren,	three,	three,	True
eight,	eight,	eight,	True
o,	one,	one,	True
oen,	one,	one,	True
zrwo,	zero,	zero,	True
o,	four,	one,	False
te,	three,	three,	True
zo,	two,	zero,	False
tw,	two,	two,	True
one,	one,	one,	True
tw,	two,	two,	True
zer,	zero,	zero,	True
si,	six,	zero,	False
trein,	three,	three,	True
oie,	nine,	one,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
eight,	eight,	eight,	True
nin,	nine,	nine,	True
five,	five,	five,	True
rin,	nine,	nine,	True
sit,	six,	six,	True
eig,	eight,	eight,	True
se,	seven,	seven,	True
thr,	three,	three,	True
nine,	nine,	nine,	True
eig,	eight,	eight,	True
eighn,	eight,	eight,	True
ihwe,	five,	eight,	False
,	seven,	seven,	True
eigh,	eight,	eight,	True
on,	one,	one,	True
si,	six,	two,	False
nine,	nine,	nine,	True
si,	six,	six,	True
tw,	two,	two,	True
four,	four,	four,	True
five,	five,	five,	True
twf,	two,	six,	False
t,	two,	three,	False
tw,	two,	two,	True
,	one,	one,	True
fur,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
fiv,	five,	five,	True
seiv,	five,	seven,	False
ion,	one,	eight,	False
tw,	two,	two,	True
zro,	zero,	zero,	True
tswox,	two,	six,	False
ne,	nine,	one,	False
nine,	nine,	nine,	True
four,	four,	four,	True
tw,	two,	two,	True
tw,	two,	two,	True
,	seven,	zero,	False
on,	one,	one,	True
nine,	nine,	nine,	True
six,	six,	six,	True
if,	five,	six,	False
tix,	six,	six,	True
fiourf,	four,	four,	True
three,	three,	three,	True
o,	zero,	one,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
oe,	zero,	one,	False
f,	five,	four,	False
i,	nine,	three,	False
zeive,	five,	five,	True
sive,	five,	seven,	False
sixf,	six,	six,	True
sirxo,	six,	eight,	False
z,	two,	zero,	False
fiv,	five,	seven,	False
f,	five,	four,	False
nine,	nine,	nine,	True
five,	five,	five,	True
si,	six,	seven,	False
,	four,	nine,	False
fur,	four,	four,	True
tew,	two,	two,	True
ze,	three,	zero,	False
fev,	five,	seven,	False
tix,	six,	six,	True
five,	five,	five,	True
fur,	four,	four,	True
eigh,	eight,	eight,	True
five,	five,	five,	True
,	three,	zero,	False
tw,	two,	two,	True
tw,	two,	two,	True
er,	three,	zero,	False
nin,	nine,	nine,	True
fev,	five,	seven,	False
iwo,	two,	two,	True
twon,	two,	two,	True
in,	nine,	nine,	True
t,	two,	one,	False
nine,	nine,	nine,	True
tix,	six,	six,	True
one,	one,	one,	True
nin,	nine,	nine,	True
f,	five,	four,	False
tw,	two,	zero,	False
nin,	nine,	nine,	True
fi,	five,	four,	False
sirxf,	six,	six,	True
ri,	three,	zero,	False
,	seven,	one,	False
tw,	two,	zero,	False
ev,	five,	five,	True
sixf,	six,	six,	True
fiv,	five,	four,	False
in,	one,	eight,	False
fn,	one,	four,	False
eigro,	eight,	zero,	False
f,	five,	four,	False
sixf,	six,	six,	True
e,	three,	one,	False
iv,	four,	seven,	False
in,	five,	nine,	False
ninef,	nine,	nine,	True
f,	five,	three,	False
tw,	two,	two,	True
x,	six,	zero,	False
zeron,	zero,	zero,	True
ix,	six,	six,	True
fur,	four,	four,	True
fv,	five,	seven,	False
e,	three,	one,	False
nf,	nine,	one,	False
tr,	three,	three,	True
fivnf,	five,	five,	True
fu,	four,	four,	True
gfi,	five,	four,	False
gitw,	eight,	eight,	True
on,	one,	one,	True
,	six,	one,	False
si,	six,	six,	True
eig,	eight,	eight,	True
thr,	three,	three,	True
zero,	zero,	zero,	True
irxf,	three,	six,	False
zero,	zero,	zero,	True
six,	six,	six,	True
fur,	four,	four,	True
e,	three,	one,	False
fne,	nine,	nine,	True
fix,	six,	six,	True
zr,	zero,	zero,	True
ero,	zero,	zero,	True
e,	three,	one,	False
fi,	five,	three,	False
ti,	three,	three,	True
siv,	five,	seven,	False
,	six,	eight,	False
tw,	two,	two,	True
eig,	eight,	eight,	True
e,	three,	zero,	False
tre,	three,	three,	True
six,	six,	six,	True
f,	five,	zero,	False
five,	five,	five,	True
zero,	zero,	zero,	True
ftw,	four,	two,	False
sfivn,	five,	seven,	False
nx,	six,	nine,	False
fivf,	five,	five,	True
sivn,	seven,	seven,	True
twxf,	two,	six,	False
fn,	one,	four,	False
f,	five,	one,	False
twin,	two,	two,	True
twof,	two,	two,	True
n,	nine,	nine,	True
six,	six,	six,	True
tnin,	nine,	nine,	True
four,	four,	four,	True
th,	three,	three,	True
five,	five,	five,	True
f,	five,	four,	False
ne,	nine,	one,	False
rwo,	two,	zero,	False
nin,	nine,	nine,	True
fiv,	five,	five,	True
t,	two,	three,	False
tw,	two,	two,	True
,	seven,	one,	False
o,	four,	two,	False
f,	five,	nine,	False
thf,	three,	three,	True
sev,	seven,	seven,	True
sixt,	six,	six,	True
f,	four,	four,	True
hf,	five,	eight,	False
i,	one,	nine,	False
n,	nine,	nine,	True
n,	nine,	nine,	True
zerof,	zero,	zero,	True
niven,	seven,	nine,	False
wix,	six,	six,	True
ninv,	nine,	nine,	True
twv,	two,	seven,	False
nive,	five,	five,	True
thren,	three,	three,	True
eixf,	six,	eight,	False
nf,	nine,	zero,	False
,	seven,	three,	False
n,	nine,	nine,	True
fou,	four,	four,	True
six,	six,	six,	True
evnf,	five,	seven,	False
ne,	nine,	one,	False
,	two,	zero,	False
sev,	seven,	seven,	True
ne,	nine,	one,	False
fvu,	five,	four,	False
nf,	nine,	one,	False
thren,	three,	three,	True
f,	five,	four,	False
three,	three,	three,	True
fivev,	five,	five,	True
twof,	two,	three,	False
sevne,	seven,	seven,	True
nin,	nine,	nine,	True
fevfnv,	five,	seven,	False
fiv,	five,	five,	True
six,	six,	six,	True
nin,	nine,	nine,	True
five,	five,	five,	True
one,	one,	one,	True
seven,	seven,	seven,	True
tohre,	three,	three,	True
sixf,	six,	six,	True
twn,	two,	two,	True
eh,	eight,	eight,	True
ix,	six,	seven,	False
eigh,	eight,	eight,	True
fiv,	five,	five,	True
fu,	four,	four,	True
thon,	three,	three,	True
nin,	nine,	nine,	True
ixf,	six,	eight,	False
two,	two,	two,	True
n,	nine,	one,	False
eigh,	eight,	eight,	True
six,	six,	six,	True
sivnvf,	five,	seven,	False
zerof,	zero,	zero,	True
twx,	two,	six,	False
eig,	eight,	eight,	True
seve,	seven,	seven,	True
nin,	nine,	nine,	True
fiv,	five,	seven,	False
three,	three,	three,	True
thref,	three,	three,	True
in,	one,	five,	False
fvoure,	four,	four,	True
ith,	three,	eight,	False
eight,	eight,	eight,	True
nfioure,	four,	four,	True
twoe,	two,	two,	True
twoe,	two,	two,	True
toe,	two,	three,	False
to,	two,	three,	False
zrof,	zero,	zero,	True
siv,	five,	seven,	False
tiwf,	five,	six,	False
fiv,	five,	five,	True
e,	three,	zero,	False
zerof,	zero,	zero,	True
onef,	one,	one,	True
toie,	two,	six,	False
fnie,	nine,	one,	False
ih,	nine,	six,	False
fivnin,	five,	five,	True
fivf,	five,	five,	True
fur,	four,	four,	True
twoe,	two,	two,	True
sixo,	six,	three,	False
six,	six,	six,	True
zero,	zero,	zero,	True
twon,	two,	zero,	False
fivf,	five,	five,	True
eighe,	eight,	eight,	True
five,	five,	five,	True
toxn,	two,	eight,	False
two,	two,	three,	False
tw,	two,	two,	True
tw,	two,	three,	False
twon,	two,	two,	True
t,	two,	seven,	False
itin,	eight,	three,	False
nini,	nine,	nine,	True
t,	two,	two,	True
six,	six,	seven,	False
eighf,	eight,	eight,	True
eightn,	eight,	eight,	True
sin,	seven,	seven,	True
on,	one,	one,	True
one,	one,	one,	True
sixe,	six,	six,	True
fiv,	five,	five,	True
two,	two,	two,	True
n,	nine,	nine,	True
six,	six,	six,	True
fiv,	five,	five,	True
sivtif,	five,	seven,	False
fo,	four,	four,	True
fiv,	five,	five,	True
four,	four,	four,	True
ive,	five,	five,	True
nine,	nine,	nine,	True
sine,	nine,	seven,	False
twoe,	two,	zero,	False
fe,	five,	four,	False
zero,	zero,	zero,	True
o,	four,	one,	False
we,	three,	three,	True
sixe,	six,	six,	True
five,	five,	five,	True
fou,	four,	four,	True
twro,	two,	zero,	False
five,	five,	five,	True
fixe,	six,	seven,	False
twoe,	two,	two,	True
seo,	seven,	seven,	True
fine,	nine,	one,	False
twr,	two,	two,	True
eige,	eight,	eight,	True
fev,	five,	five,	True
nin,	nine,	nine,	True
hre,	three,	zero,	False
on,	one,	one,	True
,	two,	one,	False
ethe,	eight,	two,	False
two,	two,	two,	True
fiv,	five,	five,	True
sixe,	six,	six,	True
,	three,	eight,	False
five,	five,	seven,	False
fie,	five,	five,	True
eigh,	eight,	eight,	True
ero,	zero,	zero,	True
tore,	four,	three,	False
two,	two,	two,	True
fire,	five,	four,	False
zeov,	five,	zero,	False
five,	five,	five,	True
zero,	zero,	zero,	True
eige,	eight,	eight,	True
iox,	six,	six,	True
eigh,	eight,	eight,	True
twe,	two,	two,	True
swi,	five,	six,	False
trin,	three,	three,	True
eg,	eight,	eight,	True
ro,	four,	zero,	False
zero,	zero,	zero,	True
,	four,	zero,	False
fu,	four,	four,	True
seve,	seven,	seven,	True
six,	six,	six,	True
nine,	nine,	nine,	True
th,	three,	three,	True
five,	five,	five,	True
fin,	five,	five,	True
one,	one,	one,	True
foure,	four,	four,	True
ge,	nine,	six,	False
tohre,	three,	three,	True
e,	three,	zero,	False
sivn,	seven,	seven,	True
sevron,	seven,	seven,	True
sxe,	six,	six,	True
sive,	five,	seven,	False
twore,	two,	three,	False
foue,	four,	four,	True
nine,	nine,	nine,	True
four,	four,	four,	True
twoe,	two,	three,	False
three,	three,	three,	True
tw,	two,	two,	True
einhe,	nine,	three,	False
o,	four,	three,	False
one,	one,	one,	True
sie,	six,	three,	False
e,	three,	nine,	False
f,	five,	four,	False
,	nine,	nine,	True
zeroe,	zero,	zero,	True
e,	three,	three,	True
eonin,	nine,	nine,	True
eighe,	eight,	eight,	True
one,	one,	one,	True
ere,	three,	zero,	False
ure,	four,	four,	True
ri,	three,	two,	False
ne,	nine,	one,	False
one,	one,	one,	True
fwe,	five,	six,	False
fie,	five,	five,	True
one,	one,	one,	True
tiw,	two,	six,	False
ive,	five,	five,	True
eige,	eight,	eight,	True
fiv,	five,	five,	True
foure,	four,	four,	True
eige,	eight,	eight,	True
eige,	eight,	eight,	True
three,	three,	three,	True
twoe,	two,	two,	True
five,	five,	five,	True
ne,	nine,	nine,	True
foe,	four,	four,	True
thr,	three,	three,	True
nine,	nine,	nine,	True
two,	two,	two,	True
fivure,	five,	four,	False
nine,	nine,	nine,	True
eire,	nine,	three,	False
fre,	three,	four,	False
five,	five,	five,	True
eigte,	eight,	eight,	True
zeroe,	zero,	zero,	True
twe,	two,	two,	True
eri,	three,	two,	False
nine,	nine,	nine,	True
fe,	five,	four,	False
ere,	three,	zero,	False
sere,	three,	zero,	False
seve,	seven,	seven,	True
rxe,	six,	six,	True
sen,	three,	three,	True
zer,	zero,	zero,	True
foe,	four,	four,	True
tweg,	two,	two,	True
on,	one,	one,	True
ne,	nine,	nine,	True
zre,	three,	zero,	False
five,	five,	five,	True
five,	five,	five,	True
eige,	eight,	eight,	True
fwe,	five,	six,	False
szere,	three,	zero,	False
e,	three,	eight,	False
one,	one,	one,	True
,	three,	four,	False
ninei,	nine,	nine,	True
te,	two,	eight,	False
e,	three,	one,	False
fe,	five,	seven,	False
seve,	seven,	seven,	True
e,	three,	one,	False
ne,	nine,	nine,	True
nine,	nine,	nine,	True
tre,	three,	three,	True
five,	five,	five,	True
one,	one,	one,	True
foe,	four,	four,	True
fon,	one,	one,	True
ne,	nine,	nine,	True
tre,	three,	zero,	False
ine,	nine,	nine,	True
te,	two,	two,	True
fe,	five,	four,	False
sn,	seven,	seven,	True
one,	one,	one,	True
fie,	five,	four,	False
sin,	seven,	six,	False
foe,	four,	four,	True
twi,	two,	two,	True
si,	six,	zero,	False
nine,	nine,	nine,	True
sere,	three,	zero,	False
ine,	nine,	four,	False
one,	one,	one,	True
sixe,	six,	six,	True
nine,	nine,	nine,	True
e,	three,	two,	False
e,	three,	five,	False
foue,	four,	four,	True
fure,	four,	four,	True
nine,	nine,	nine,	True
seve,	seven,	seven,	True
seve,	seven,	seven,	True
five,	five,	five,	True
sixe,	six,	six,	True
zeroe,	zero,	zero,	True
nen,	nine,	one,	False
fioure,	four,	four,	True
seve,	seven,	seven,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
twe,	two,	two,	True
ere,	three,	zero,	False
five,	five,	five,	True
nine,	nine,	nine,	True
exr,	six,	zero,	False
ene,	nine,	nine,	True
one,	one,	one,	True
sixf,	six,	six,	True
thnre,	three,	two,	False
three,	three,	three,	True
twoe,	two,	two,	True
one,	one,	one,	True
e,	three,	zero,	False
twe,	two,	six,	False
one,	one,	one,	True
,	four,	nine,	False
sie,	six,	six,	True
foure,	four,	four,	True
one,	one,	one,	True
te,	three,	nine,	False
sixe,	six,	six,	True
e,	three,	two,	False
three,	three,	three,	True
e,	three,	five,	False
sixtit,	six,	six,	True
five,	five,	five,	True
nine,	nine,	nine,	True
toe,	two,	two,	True
fue,	four,	four,	True
siror,	four,	zero,	False
etwe,	two,	eight,	False
sie,	six,	six,	True
ege,	nine,	eight,	False
hre,	three,	three,	True
oue,	one,	one,	True
eige,	eight,	eight,	True
,	four,	zero,	False
eighe,	eight,	eight,	True
one,	one,	one,	True
eighte,	eight,	eight,	True
zere,	zero,	zero,	True
one,	one,	one,	True
nine,	nine,	nine,	True
tiwe,	five,	zero,	False
nine,	nine,	nine,	True
one,	one,	one,	True
siv,	five,	seven,	False
zere,	zero,	zero,	True
