Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
,	three,	nine,	False
sixe,	six,	six,	True
eig,	eight,	eight,	True
five,	five,	five,	True
sfoue,	four,	four,	True
eig,	eight,	eight,	True
nin,	nine,	nine,	True
eige,	eight,	eight,	True
sixe,	six,	six,	True
two,	two,	two,	True
thref,	three,	thre,	False
fivt,	five,	five,	True
sixe,	six,	six,	True
vxv,	six,	six,	True
five,	five,	five,	True
ther,	three,	thre,	False
zsix,	six,	six,	True
t,	two,	zero,	False
ninf,	nine,	nine,	True
nin,	nine,	nine,	True
four,	four,	four,	True
nesiveg,	nine,	seven,	False
nin,	nine,	nine,	True
fivf,	five,	five,	True
svo,	five,	seven,	False
tw,	Two,	two,	False
eige,	eight,	eight,	True
fur,	four,	four,	True
te,	three,	thre,	False
nint,	nine,	nine,	True
fiv,	five,	seven,	False
tix,	six,	six,	True
four,	four,	four,	True
fiv,	five,	seven,	False
on,	one,	one,	True
si,	six,	zero,	False
hirx,	four,	six,	False
t,	two,	zero,	False
f,	Four,	four,	False
eigt,	eight,	eight,	True
twxi,	two,	six,	False
furur,	four,	four,	True
hr,	four,	zero,	False
vxi,	six,	six,	True
n,	nine,	nine,	True
six,	Six,	six,	False
v,	five,	seven,	False
iv,	four,	five,	False
,	three,	zero,	False
twr,	two,	thre,	False
ounre,	one,	one,	True
tw,	two,	two,	True
for,	four,	four,	True
,	three,	six,	False
on,	one,	one,	True
foure,	four,	four,	True
nin,	nine,	nine,	True
on,	one,	one,	True
sit,	six,	six,	True
er,	Three,	zero,	False
sixf,	six,	six,	True
sixe,	six,	six,	True
i,	nine,	nine,	True
twx,	two,	two,	True
,	one,	one,	True
niv,	five,	nine,	False
fu,	four,	four,	True
,	nine,	one,	False
fur,	four,	four,	True
in,	five,	nine,	False
si,	six,	zero,	False
ne,	nine,	one,	False
f,	four,	four,	True
fiv,	five,	five,	True
fur,	four,	four,	True
wohri,	four,	thre,	False
ourtg,	four,	one,	False
sev,	seven,	seven,	True
fiv,	five,	five,	True
th,	three,	thre,	False
in,	one,	nine,	False
f,	five,	four,	False
six,	six,	six,	True
oev,	five,	six,	False
sev,	seven,	seven,	True
ix,	six,	six,	True
fo,	four,	five,	False
fiv,	five,	seven,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
t,	two,	eight,	False
fur,	Four,	four,	False
fo,	four,	four,	True
tw,	two,	two,	True
i,	nine,	thre,	False
oi,	nine,	one,	False
fiv,	five,	five,	True
tw,	two,	two,	True
fi,	five,	five,	True
tr,	three,	thre,	False
six,	six,	six,	True
th,	two,	thre,	False
,	two,	four,	False
fe,	five,	one,	False
six,	six,	six,	True
tw,	two,	two,	True
fsev,	five,	seven,	False
five,	five,	five,	True
o,	zero,	one,	False
eirx,	six,	six,	True
in,	one,	nine,	False
,	seven,	zero,	False
eir,	three,	zero,	False
eig,	eight,	eight,	True
one,	one,	one,	True
,	nine,	two,	False
four,	four,	four,	True
nv,	five,	one,	False
in,	five,	nine,	False
one,	one,	one,	True
fi,	five,	five,	True
tg,	two,	eight,	False
o,	four,	one,	False
tw,	Two,	two,	False
on,	one,	one,	True
oe,	one,	one,	True
two,	two,	two,	True
ro,	four,	zero,	False
ni,	nine,	nine,	True
hr,	four,	thre,	False
si,	six,	six,	True
t,	two,	two,	True
sve,	five,	seven,	False
,	seven,	one,	False
ev,	five,	seven,	False
two,	two,	two,	True
eig,	eight,	eight,	True
nin,	Nine,	nine,	False
fix,	six,	six,	True
fiv,	five,	five,	True
tg,	two,	thre,	False
o,	four,	one,	False
wu,	five,	two,	False
,	seven,	one,	False
tov,	two,	seven,	False
four,	four,	four,	True
t,	two,	thre,	False
sevwi,	seven,	seven,	True
o,	zero,	one,	False
,	seven,	zero,	False
ero,	zero,	zero,	True
eigt,	eight,	eight,	True
in,	nine,	nine,	True
on,	one,	one,	True
fsev,	five,	seven,	False
on,	one,	one,	True
eig,	eight,	eight,	True
tg,	two,	one,	False
sif,	six,	six,	True
five,	five,	five,	True
n,	nine,	one,	False
t,	two,	thre,	False
o,	Four,	one,	False
o,	four,	one,	False
to,	two,	thre,	False
fo,	four,	one,	False
eigh,	eight,	eight,	True
,	five,	seven,	False
eru,	Two,	zero,	False
fiv,	five,	five,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
six,	six,	six,	True
o,	four,	four,	True
hir,	four,	thre,	False
sev,	seven,	seven,	True
ix,	six,	six,	True
ro,	four,	zero,	False
twv,	two,	seven,	False
ri,	three,	zero,	False
t,	two,	thre,	False
to,	two,	two,	True
fiv,	five,	five,	True
wnin,	nine,	nine,	True
tw,	two,	two,	True
tw,	two,	eight,	False
fi,	five,	five,	True
r,	four,	zero,	False
tw,	two,	two,	True
fou,	four,	four,	True
to,	two,	thre,	False
zoe,	two,	one,	False
ero,	zero,	zero,	True
eig,	eight,	eight,	True
sev,	seven,	seven,	True
ig,	eight,	eight,	True
fivg,	five,	five,	True
fiv,	five,	five,	True
fov,	four,	four,	True
fr,	four,	zero,	False
ivn,	nine,	nine,	True
siv,	five,	seven,	False
vx,	six,	zero,	False
nin,	nine,	nine,	True
seivf,	five,	six,	False
seio,	six,	seven,	False
siv,	five,	six,	False
oive,	five,	one,	False
five,	five,	five,	True
tw,	two,	two,	True
five,	five,	five,	True
on,	one,	one,	True
sig,	six,	six,	True
eig,	eight,	eight,	True
sev,	seven,	seven,	True
iv,	four,	zero,	False
si,	six,	six,	True
siv,	Five,	six,	False
f,	four,	four,	True
fur,	four,	four,	True
fivf,	five,	five,	True
siv,	five,	seven,	False
nin,	nine,	nine,	True
tw,	two,	thre,	False
fivr,	five,	five,	True
e,	three,	five,	False
nin,	nine,	nine,	True
fi,	five,	four,	False
five,	Five,	five,	False
ero,	zero,	zero,	True
nio,	nine,	nine,	True
,	three,	one,	False
one,	one,	one,	True
sere,	three,	seven,	False
eig,	eight,	eight,	True
sixv,	six,	seven,	False
t,	two,	thre,	False
six,	six,	seven,	False
fivg,	five,	five,	True
n,	nine,	two,	False
ro,	four,	zero,	False
sev,	seven,	seven,	True
two,	two,	two,	True
our,	four,	one,	False
six,	six,	six,	True
fur,	four,	four,	True
niv,	five,	nine,	False
ero,	zero,	zero,	True
nin,	nine,	nine,	True
o,	nine,	one,	False
fivg,	five,	five,	True
fivf,	five,	five,	True
nive,	five,	nine,	False
fi,	five,	seven,	False
zero,	zero,	zero,	True
sien,	seven,	seven,	True
nine,	nine,	nine,	True
tohr,	four,	thre,	False
erou,	zero,	zero,	True
si,	six,	zero,	False
four,	four,	four,	True
nig,	nine,	nine,	True
two,	two,	two,	True
tworeg,	Two,	thre,	False
one,	one,	one,	True
sevie,	seven,	seven,	True
eig,	eight,	eight,	True
ur,	four,	one,	False
one,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
wsiro,	zero,	six,	False
wfive,	five,	five,	True
sief,	five,	seven,	False
tw,	two,	two,	True
two,	two,	two,	True
fi,	five,	nine,	False
seven,	seven,	seven,	True
our,	four,	one,	False
nin,	nine,	nine,	True
fon,	one,	one,	True
eg,	two,	eight,	False
two,	two,	two,	True
fiv,	five,	five,	True
fovur,	four,	four,	True
nin,	nine,	nine,	True
er,	three,	zero,	False
fiv,	five,	five,	True
r,	four,	two,	False
seir,	three,	six,	False
fo,	four,	four,	True
tren,	three,	thre,	False
sive,	five,	six,	False
nine,	nine,	nine,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
ero,	zero,	zero,	True
sev,	seven,	seven,	True
nin,	nine,	nine,	True
fero,	four,	zero,	False
tohr,	four,	thre,	False
o,	four,	zero,	False
ero,	zero,	zero,	True
twr,	two,	thre,	False
n,	nine,	thre,	False
sv,	seven,	seven,	True
igh,	nine,	eight,	False
nin,	nine,	nine,	True
sivn,	seven,	seven,	True
five,	five,	five,	True
fur,	four,	four,	True
igt,	eight,	eight,	True
hro,	three,	zero,	False
,	three,	nine,	False
one,	one,	one,	True
tfon,	nine,	one,	False
egh,	eight,	eight,	True
fur,	four,	four,	True
six,	six,	six,	True
on,	one,	one,	True
for,	four,	four,	True
four,	four,	four,	True
fiv,	five,	five,	True
two,	two,	two,	True
fiv,	five,	five,	True
oni,	nine,	one,	False
fiv,	five,	five,	True
fiv,	five,	five,	True
nig,	nine,	nine,	True
fov,	five,	one,	False
two,	two,	two,	True
nin,	nine,	nine,	True
eigh,	eight,	eight,	True
four,	four,	four,	True
o,	zero,	one,	False
fur,	four,	four,	True
,	seven,	eight,	False
on,	one,	one,	True
nin,	nine,	nine,	True
si,	six,	six,	True
one,	one,	one,	True
tg,	two,	eight,	False
sivxs,	six,	six,	True
four,	four,	four,	True
on,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
six,	six,	six,	True
th,	two,	thre,	False
six,	six,	six,	True
,	two,	nine,	False
twg,	two,	two,	True
n,	nine,	two,	False
tn,	ten,	thre,	False
sev,	seven,	seven,	True
eig,	eight,	eight,	True
n,	nine,	one,	False
n,	nine,	one,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
in,	one,	nine,	False
fu,	four,	four,	True
u,	four,	one,	False
o,	four,	zero,	False
seihev,	seven,	six,	False
fgh,	three,	eight,	False
furg,	four,	four,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
sev,	seven,	seven,	True
fw,	four,	two,	False
five,	five,	five,	True
t,	two,	thre,	False
two,	two,	two,	True
iwhe,	five,	thre,	False
,	Five,	nine,	False
w,	two,	one,	False
nin,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
hi,	five,	thre,	False
sevn,	seven,	seven,	True
two,	two,	two,	True
two,	two,	zero,	False
th,	three,	thre,	False
f,	five,	zero,	False
e,	three,	zero,	False
twon,	two,	two,	True
tw,	two,	two,	True
four,	four,	four,	True
i,	one,	seven,	False
egh,	eight,	eight,	True
thre,	three,	thre,	False
eo,	two,	zero,	False
sixf,	six,	six,	True
ti,	two,	six,	False
io,	two,	two,	True
si,	six,	six,	True
t,	Two,	thre,	False
ti,	two,	four,	False
furg,	four,	four,	True
i,	one,	eight,	False
tw,	two,	two,	True
igt,	eight,	eight,	True
six,	six,	six,	True
oine,	nine,	one,	False
fur,	four,	four,	True
irxf,	four,	six,	False
o,	four,	zero,	False
nin,	nine,	nine,	True
h,	four,	eight,	False
sev,	seven,	seven,	True
fie,	five,	five,	True
n,	nine,	one,	False
finef,	five,	five,	True
,	six,	four,	False
th,	two,	eight,	False
sev,	seven,	seven,	True
fi,	five,	five,	True
to,	two,	thre,	False
sevei,	seven,	seven,	True
twh,	two,	thre,	False
fiv,	five,	five,	True
neig,	nine,	eight,	False
ti,	two,	eight,	False
eigh,	eight,	eight,	True
twon,	two,	two,	True
se,	three,	seven,	False
sevg,	seven,	seven,	True
fur,	four,	four,	True
fo,	four,	seven,	False
ht,	eight,	thre,	False
nin,	nine,	one,	False
n,	nine,	nine,	True
six,	six,	six,	True
t,	two,	thre,	False
nin,	nine,	nine,	True
sevext,	seven,	seven,	True
fiv,	five,	five,	True
,	seven,	one,	False
fo,	four,	four,	True
ng,	one,	one,	True
t,	two,	thre,	False
eigh,	eight,	eight,	True
f,	five,	four,	False
fv,	five,	five,	True
iv,	four,	zero,	False
se,	seven,	seven,	True
eigh,	eight,	eight,	True
fivx,	five,	five,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
six,	six,	six,	True
,	seven,	one,	False
seg,	three,	seven,	False
i,	One,	seven,	False
fiv,	five,	five,	True
fi,	five,	five,	True
on,	one,	one,	True
on,	one,	one,	True
six,	six,	six,	True
nin,	nine,	nine,	True
,	two,	zero,	False
h,	eight,	eight,	True
on,	one,	one,	True
er,	Three,	zero,	False
one,	one,	one,	True
tw,	two,	two,	True
sev,	seven,	seven,	True
fu,	four,	four,	True
fiv,	five,	five,	True
two,	two,	two,	True
fone,	one,	one,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
fsev,	five,	six,	False
onu,	one,	one,	True
z,	two,	zero,	False
,	seven,	thre,	False
th,	three,	thre,	False
,	four,	one,	False
eig,	eight,	eight,	True
fur,	four,	four,	True
si,	six,	six,	True
five,	five,	five,	True
fo,	four,	four,	True
i,	nine,	six,	False
fu,	four,	four,	True
t,	two,	thre,	False
zfiv,	five,	five,	True
tw,	two,	two,	True
eight,	eight,	eight,	True
sevn,	seven,	seven,	True
six,	six,	six,	True
oun,	one,	five,	False
i,	nine,	nine,	True
fi,	five,	five,	True
,	five,	four,	False
non,	nine,	one,	False
wo,	two,	two,	True
,	two,	thre,	False
twh,	two,	eight,	False
sih,	six,	thre,	False
t,	two,	thre,	False
one,	one,	one,	True
nint,	nine,	nine,	True
nin,	nine,	nine,	True
tioive,	five,	four,	False
fur,	four,	four,	True
tsv,	five,	seven,	False
fiu,	five,	four,	False
zw,	two,	nine,	False
fn,	five,	four,	False
the,	three,	thre,	False
fiv,	five,	five,	True
fi,	five,	five,	True
nin,	nine,	nine,	True
two,	two,	two,	True
fur,	Four,	four,	False
sie,	six,	six,	True
five,	five,	five,	True
on,	one,	one,	True
seiv,	five,	seven,	False
foure,	four,	four,	True
four,	four,	four,	True
fin,	five,	nine,	False
sex,	six,	six,	True
o,	four,	zero,	False
fou,	four,	four,	True
twh,	two,	thre,	False
igh,	nine,	eight,	False
fi,	five,	five,	True
tw,	two,	two,	True
twon,	two,	seven,	False
egh,	eight,	eight,	True
ein,	one,	eight,	False
thre,	three,	thre,	False
fiv,	five,	five,	True
thre,	three,	thre,	False
n,	nine,	one,	False
nine,	nine,	nine,	True
ne,	nine,	one,	False
nin,	nine,	nine,	True
n,	nine,	nine,	True
four,	four,	four,	True
n,	nine,	six,	False
fiv,	five,	four,	False
twoe,	two,	two,	True
seix,	six,	six,	True
sv,	seven,	zero,	False
tw,	two,	two,	True
thret,	three,	thre,	False
exo,	six,	zero,	False
two,	two,	two,	True
tohre,	three,	thre,	False
nin,	nine,	nine,	True
tr,	three,	thre,	False
tw,	two,	zero,	False
seveni,	seven,	seven,	True
eigte,	eight,	eight,	True
one,	one,	one,	True
six,	six,	six,	True
fou,	four,	four,	True
swoe,	two,	six,	False
fiv,	five,	four,	False
sixe,	six,	six,	True
sie,	six,	six,	True
sixfev,	six,	six,	True
six,	six,	six,	True
sevne,	seven,	seven,	True
,	seven,	four,	False
ro,	four,	zero,	False
two,	two,	two,	True
nin,	nine,	nine,	True
exr,	three,	zero,	False
r,	four,	zero,	False
eix,	six,	six,	True
wo,	two,	two,	True
toeg,	two,	thre,	False
one,	one,	one,	True
fwie,	five,	five,	True
five,	five,	five,	True
vfive,	five,	five,	True
fovr,	four,	four,	True
o,	zero,	zero,	True
sir,	three,	zero,	False
seve,	seven,	seven,	True
fo,	four,	four,	True
ei,	nine,	eight,	False
two,	two,	two,	True
twore,	two,	thre,	False
two,	two,	two,	True
two,	two,	two,	True
sevxe,	seven,	six,	False
fine,	nine,	nine,	True
twhe,	two,	thre,	False
fi,	five,	four,	False
ex,	six,	six,	True
ix,	six,	six,	True
fiv,	five,	five,	True
eigt,	eight,	eight,	True
fiv,	five,	five,	True
fr,	four,	four,	True
tw,	two,	two,	True
f,	four,	four,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
siv,	five,	seven,	False
nin,	nine,	nine,	True
six,	six,	six,	True
six,	six,	six,	True
r,	four,	zero,	False
two,	two,	two,	True
svei,	five,	seven,	False
twt,	two,	five,	False
on,	one,	one,	True
two,	two,	two,	True
nin,	nine,	one,	False
,	seven,	eight,	False
sev,	seven,	seven,	True
sev,	seven,	seven,	True
five,	five,	five,	True
ste,	five,	zero,	False
e,	three,	zero,	False
,	seven,	zero,	False
thre,	three,	thre,	False
thre,	three,	thre,	False
ei,	Five,	zero,	False
fioxtwo,	two,	seven,	False
twe,	two,	thre,	False
tw,	two,	eight,	False
hre,	three,	thre,	False
te,	three,	thre,	False
sfor,	four,	four,	True
i,	nine,	thre,	False
on,	one,	one,	True
six,	six,	six,	True
nin,	nine,	nine,	True
svi,	five,	seven,	False
i,	nine,	thre,	False
,	seven,	four,	False
o,	four,	four,	True
ero,	zero,	zero,	True
tfive,	five,	five,	True
foe,	four,	four,	True
te,	three,	two,	False
fev,	five,	seven,	False
e,	three,	one,	False
tw,	two,	zero,	False
sioxe,	six,	six,	True
eig,	eight,	eight,	True
ewin,	two,	eight,	False
e,	three,	one,	False
one,	one,	one,	True
five,	five,	five,	True
seve,	seven,	seven,	True
fe,	five,	thre,	False
se,	seven,	seven,	True
sw,	two,	zero,	False
nin,	nine,	nine,	True
twin,	two,	two,	True
two,	two,	two,	True
one,	one,	one,	True
two,	two,	two,	True
ezro,	zero,	zero,	True
,	nine,	nine,	True
twnin,	nine,	nine,	True
fiv,	five,	five,	True
sin,	seven,	seven,	True
the,	three,	thre,	False
fu,	four,	four,	True
ze,	three,	zero,	False
sie,	six,	six,	True
oe,	two,	one,	False
si,	six,	six,	True
tihre,	three,	thre,	False
foure,	four,	four,	True
nin,	nine,	nine,	True
zo,	zero,	zero,	True
eioe,	five,	eight,	False
twe,	two,	two,	True
five,	five,	five,	True
seix,	six,	six,	True
si,	six,	six,	True
trhre,	three,	thre,	False
twoen,	two,	two,	True
siw,	six,	eight,	False
twe,	two,	two,	True
ive,	five,	seven,	False
i,	nine,	zero,	False
eige,	eight,	eight,	True
eign,	eight,	eight,	True
te,	three,	eight,	False
twg,	two,	eight,	False
i,	nine,	nine,	True
sev,	seven,	seven,	True
thr,	three,	thre,	False
one,	one,	one,	True
eighe,	eight,	eight,	True
nin,	nine,	nine,	True
woht,	two,	thre,	False
fure,	four,	four,	True
five,	five,	five,	True
fou,	four,	four,	True
si,	six,	six,	True
nin,	nine,	nine,	True
it,	eight,	six,	False
sro,	three,	zero,	False
seve,	seven,	seven,	True
,	eight,	zero,	False
sixe,	six,	six,	True
nin,	nine,	nine,	True
niven,	seven,	nine,	False
oinve,	five,	one,	False
eig,	eight,	eight,	True
onei,	one,	one,	True
fiv,	five,	five,	True
one,	one,	one,	True
eige,	eight,	eight,	True
twe,	two,	two,	True
on,	one,	one,	True
nt,	nine,	one,	False
fiv,	five,	five,	True
nine,	nine,	nine,	True
si,	six,	seven,	False
sir,	six,	zero,	False
nr,	four,	nine,	False
o,	four,	zero,	False
tw,	two,	two,	True
oe,	zero,	one,	False
tw,	two,	two,	True
e,	three,	five,	False
two,	two,	two,	True
six,	six,	six,	True
tog,	two,	eight,	False
fivt,	five,	five,	True
thre,	three,	thre,	False
t,	two,	zero,	False
to,	two,	two,	True
,	four,	one,	False
five,	five,	five,	True
the,	three,	thre,	False
ti,	two,	eight,	False
fo,	four,	four,	True
fi,	five,	five,	True
zsix,	six,	six,	True
nin,	nine,	nine,	True
tw,	two,	two,	True
zo,	zero,	zero,	True
eitge,	eight,	eight,	True
nin,	nine,	nine,	True
oin,	nine,	one,	False
w,	two,	two,	True
sei,	six,	seven,	False
one,	one,	one,	True
tfonre,	three,	four,	False
sen,	three,	seven,	False
nivein,	nine,	nine,	True
thr,	three,	thre,	False
to,	two,	two,	True
tiv,	five,	eight,	False
o,	zero,	zero,	True
fin,	five,	one,	False
five,	five,	five,	True
five,	five,	five,	True
nie,	nine,	nine,	True
erhe,	three,	zero,	False
fie,	five,	five,	True
eig,	eight,	eight,	True
e,	three,	nine,	False
sev,	seven,	seven,	True
eigho,	eight,	eight,	True
oe,	one,	one,	True
thre,	three,	thre,	False
the,	three,	thre,	False
two,	two,	two,	True
five,	five,	five,	True
for,	four,	four,	True
eith,	eight,	eight,	True
throv,	three,	thre,	False
one,	one,	one,	True
ix,	six,	six,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
stix,	six,	six,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
one,	one,	one,	True
eig,	eight,	eight,	True
sr,	three,	six,	False
t,	two,	one,	False
to,	two,	two,	True
thr,	three,	thre,	False
fiv,	five,	five,	True
,	seven,	zero,	False
se,	seven,	seven,	True
fiv,	five,	five,	True
thre,	three,	thre,	False
o,	four,	one,	False
fi,	five,	four,	False
one,	one,	one,	True
u,	four,	one,	False
,	three,	zero,	False
four,	four,	four,	True
six,	six,	six,	True
w,	two,	two,	True
sev,	seven,	seven,	True
o,	four,	one,	False
on,	one,	one,	True
sevsix,	seven,	seven,	True
on,	one,	one,	True
e,	three,	six,	False
fr,	four,	four,	True
,	four,	zero,	False
srt,	three,	six,	False
hre,	three,	thre,	False
o,	four,	one,	False
sev,	seven,	seven,	True
fiv,	five,	five,	True
two,	two,	two,	True
eig,	eight,	eight,	True
sev,	seven,	seven,	True
tig,	three,	eight,	False
fsif,	five,	six,	False
nin,	nine,	nine,	True
th,	three,	thre,	False
nin,	nine,	nine,	True
six,	six,	six,	True
one,	one,	one,	True
in,	nine,	one,	False
ent,	eight,	seven,	False
nfi,	five,	five,	True
eight,	eight,	eight,	True
twn,	two,	six,	False
twhre,	three,	thre,	False
tour,	four,	one,	False
five,	five,	five,	True
th,	three,	thre,	False
sin,	seven,	seven,	True
n,	nine,	one,	False
in,	five,	nine,	False
thre,	three,	thre,	False
fo,	four,	four,	True
sxeg,	six,	six,	True
nif,	five,	nine,	False
foe,	four,	four,	True
sixf,	six,	six,	True
eig,	eight,	eight,	True
on,	one,	one,	True
tw,	two,	two,	True
ro,	four,	zero,	False
tun,	two,	one,	False
fe,	five,	one,	False
nin,	nine,	nine,	True
five,	five,	five,	True
nine,	nine,	nine,	True
si,	six,	six,	True
fi,	five,	five,	True
fiven,	five,	seven,	False
tw,	two,	two,	True
the,	three,	thre,	False
thrin,	Three,	thre,	False
sev,	seven,	seven,	True
si,	six,	six,	True
f,	four,	four,	True
twv,	two,	thre,	False
s,	five,	seven,	False
int,	eight,	nine,	False
fie,	five,	five,	True
tfie,	five,	thre,	False
ewxe,	two,	six,	False
thr,	three,	thre,	False
sivun,	seven,	seven,	True
fiu,	five,	five,	True
se,	seven,	seven,	True
,	three,	one,	False
ro,	two,	zero,	False
tw,	two,	two,	True
sivt,	five,	seven,	False
one,	one,	one,	True
on,	one,	one,	True
nin,	nine,	nine,	True
sx,	six,	six,	True
eige,	eight,	eight,	True
tw,	two,	six,	False
sixf,	six,	six,	True
five,	five,	five,	True
rt,	three,	zero,	False
twhr,	two,	thre,	False
ne,	nine,	one,	False
five,	five,	five,	True
fi,	five,	four,	False
sivn,	seven,	seven,	True
fiur,	four,	four,	True
on,	one,	one,	True
four,	four,	four,	True
fve,	five,	five,	True
thre,	three,	thre,	False
sev,	seven,	six,	False
nin,	nine,	nine,	True
thri,	three,	thre,	False
ni,	nine,	nine,	True
sixf,	six,	six,	True
fo,	four,	four,	True
si,	six,	six,	True
ro,	zero,	zero,	True
fur,	four,	four,	True
siv,	five,	seven,	False
fi,	five,	five,	True
thre,	three,	thre,	False
,	five,	zero,	False
nin,	nine,	nine,	True
th,	three,	thre,	False
tw,	two,	two,	True
,	nine,	four,	False
u,	four,	four,	True
,	three,	zero,	False
fonr,	four,	one,	False
tw,	two,	thre,	False
fvu,	five,	seven,	False
sevet,	seven,	seven,	True
n,	nine,	five,	False
ein,	One,	one,	False
thre,	three,	thre,	False
f,	four,	eight,	False
seveneg,	seven,	seven,	True
eighf,	eight,	eight,	True
fure,	four,	four,	True
eige,	eight,	eight,	True
,	six,	seven,	False
ineg,	nine,	nine,	True
fe,	five,	four,	False
on,	one,	one,	True
,	four,	one,	False
sevn,	seven,	seven,	True
twoe,	two,	two,	True
nine,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
woe,	two,	zero,	False
fiv,	five,	five,	True
fivue,	five,	five,	True
erouoe,	zero,	zero,	True
onf,	one,	one,	True
iv,	four,	eight,	False
nine,	nine,	nine,	True
seixe,	six,	six,	True
ege,	nine,	eight,	False
ein,	one,	one,	True
five,	five,	five,	True
thren,	three,	thre,	False
tweg,	two,	two,	True
nine,	nine,	nine,	True
fvur,	four,	four,	True
furf,	four,	four,	True
e,	three,	one,	False
re,	three,	zero,	False
sevf,	seven,	seven,	True
nine,	nine,	nine,	True
fiv,	five,	five,	True
two,	two,	two,	True
fiv,	five,	five,	True
thref,	three,	thre,	False
it,	Eight,	eight,	False
oe,	zero,	zero,	True
fe,	five,	four,	False
svfixe,	five,	seven,	False
fure,	four,	four,	True
sixf,	six,	six,	True
oe,	nine,	zero,	False
feven,	seven,	seven,	True
eigf,	eight,	eight,	True
eige,	eight,	eight,	True
seixe,	six,	six,	True
eigen,	nine,	eight,	False
thr,	three,	thre,	False
ine,	nine,	nine,	True
nin,	nine,	nine,	True
five,	five,	five,	True
thre,	three,	thre,	False
five,	five,	five,	True
five,	five,	five,	True
fiv,	five,	five,	True
sive,	five,	seven,	False
eivs,	five,	nine,	False
sinf,	five,	seven,	False
tohre,	three,	thre,	False
ev,	five,	seven,	False
z,	two,	zero,	False
e,	three,	zero,	False
oe,	zero,	one,	False
on,	one,	one,	True
eige,	eight,	eight,	True
twe,	two,	zero,	False
eige,	eight,	eight,	True
twxe,	two,	six,	False
foure,	four,	four,	True
e,	three,	nine,	False
fivf,	five,	five,	True
hx,	six,	six,	True
seve,	seven,	seven,	True
nine,	nine,	nine,	True
sie,	six,	six,	True
twoe,	two,	two,	True
seixe,	six,	six,	True
tw,	two,	two,	True
er,	four,	zero,	False
fniv,	five,	one,	False
fo,	four,	one,	False
re,	three,	zero,	False
four,	four,	four,	True
one,	one,	one,	True
fie,	five,	thre,	False
twe,	two,	two,	True
e,	three,	zero,	False
five,	five,	five,	True
seveve,	seven,	seven,	True
four,	four,	four,	True
twe,	two,	two,	True
r,	four,	zero,	False
sivf,	five,	seven,	False
,	eight,	zero,	False
re,	three,	thre,	False
sixe,	six,	six,	True
fev,	five,	seven,	False
twoe,	two,	two,	True
fo,	four,	four,	True
eig,	eight,	eight,	True
fniv,	five,	one,	False
eige,	eight,	eight,	True
nin,	nine,	nine,	True
fure,	four,	four,	True
nvne,	nine,	nine,	True
one,	one,	one,	True
e,	three,	zero,	False
ere,	three,	zero,	False
twxf,	two,	six,	False
foue,	four,	four,	True
sixe,	Six,	six,	False
fo,	four,	four,	True
tw,	two,	two,	True
eighe,	eight,	eight,	True
erf,	four,	zero,	False
sv,	seven,	seven,	True
foue,	four,	four,	True
tw,	two,	zero,	False
ewon,	two,	one,	False
eroe,	zero,	zero,	True
sivei,	five,	seven,	False
f,	four,	four,	True
tif,	five,	six,	False
nine,	nine,	nine,	True
fve,	five,	four,	False
nin,	nine,	nine,	True
sevnint,	seven,	seven,	True
eig,	eight,	eight,	True
fi,	five,	five,	True
nin,	nine,	nine,	True
ero,	zero,	zero,	True
eig,	eight,	eight,	True
egero,	zero,	zero,	True
two,	two,	two,	True
five,	five,	five,	True
twon,	two,	two,	True
fo,	four,	four,	True
tw,	two,	two,	True
er,	three,	zero,	False
sevev,	seven,	seven,	True
f,	four,	four,	True
fov,	five,	four,	False
fourf,	four,	four,	True
f,	five,	four,	False
nin,	nine,	nine,	True
fv,	five,	five,	True
stw,	two,	six,	False
eighe,	eight,	eight,	True
two,	two,	zero,	False
sevne,	seven,	seven,	True
tre,	three,	thre,	False
fiu,	five,	four,	False
,	seven,	two,	False
eigf,	eight,	eight,	True
sixe,	six,	six,	True
fiue,	five,	four,	False
nin,	nine,	nine,	True
five,	five,	five,	True
twoe,	two,	two,	True
fouf,	four,	four,	True
sive,	five,	six,	False
twrf,	four,	six,	False
tre,	three,	thre,	False
sevn,	seven,	seven,	True
en,	one,	seven,	False
foue,	four,	four,	True
nivet,	nine,	nine,	True
fseve,	five,	six,	False
one,	one,	one,	True
to,	two,	four,	False
eighe,	eight,	eight,	True
n,	nine,	nine,	True
thre,	three,	thre,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
