Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
sinie,	nine,	seven,	False
ie,	three,	thre,	False
the,	two,	thre,	False
thre,	three,	thre,	False
hre,	three,	thre,	False
nin,	nine,	nine,	True
ir,	three,	zero,	False
se,	three,	seven,	False
fivf,	five,	five,	True
eigf,	eight,	eight,	True
th,	three,	thre,	False
nine,	nine,	nine,	True
s,	Five,	seven,	False
five,	five,	five,	True
eigh,	eight,	eight,	True
tshre,	three,	thre,	False
en,	one,	five,	False
ne,	nine,	nine,	True
oe,	one,	zero,	False
nt,	nine,	one,	False
finei,	five,	five,	True
sixe,	six,	six,	True
fure,	four,	four,	True
r,	four,	six,	False
nine,	nine,	nine,	True
th,	two,	thre,	False
two,	two,	two,	True
,	three,	four,	False
fiv,	five,	five,	True
sfv,	five,	seven,	False
two,	two,	two,	True
e,	Three,	four,	False
sie,	six,	six,	True
nin,	nine,	nine,	True
twe,	two,	two,	True
sie,	six,	seven,	False
zere,	zero,	zero,	True
n,	nine,	nine,	True
nine,	nine,	nine,	True
eie,	three,	eight,	False
twe,	two,	thre,	False
foue,	four,	four,	True
sinene,	nine,	seven,	False
te,	three,	thre,	False
sevnf,	seven,	seven,	True
sixe,	six,	six,	True
nre,	three,	one,	False
fe,	five,	five,	True
twoe,	two,	two,	True
eie,	five,	eight,	False
twn,	two,	thre,	False
fure,	four,	four,	True
,	five,	one,	False
nine,	nine,	nine,	True
sixe,	six,	six,	True
si,	six,	six,	True
o,	zero,	one,	False
n,	nine,	nine,	True
zixe,	six,	six,	True
twe,	Two,	two,	False
fur,	four,	four,	True
sine,	nine,	seven,	False
one,	one,	one,	True
si,	six,	six,	True
furen,	four,	four,	True
se,	seven,	zero,	False
fie,	Five,	four,	False
ninf,	nine,	nine,	True
ne,	nine,	one,	False
ze,	three,	zero,	False
e,	three,	one,	False
zere,	zero,	zero,	True
e,	three,	eight,	False
,	Three,	zero,	False
,	nine,	nine,	True
thre,	three,	thre,	False
twe,	two,	thre,	False
ine,	nine,	five,	False
six,	six,	six,	True
sen,	three,	seven,	False
ne,	nine,	nine,	True
thre,	three,	thre,	False
fue,	four,	four,	True
o,	zero,	one,	False
nine,	nine,	one,	False
thre,	three,	thre,	False
nin,	nine,	nine,	True
one,	one,	one,	True
,	three,	thre,	False
ie,	nine,	eight,	False
twon,	two,	two,	True
fur,	four,	four,	True
i,	nine,	eight,	False
nive,	five,	nine,	False
tw,	two,	two,	True
fur,	four,	four,	True
,	seven,	zero,	False
ie,	nine,	eight,	False
ine,	nine,	nine,	True
sixf,	six,	six,	True
two,	two,	two,	True
sie,	six,	thre,	False
twoe,	two,	two,	True
zo,	two,	zero,	False
eie,	nine,	eight,	False
tnin,	nine,	one,	False
o,	four,	thre,	False
hre,	three,	thre,	False
sixe,	six,	six,	True
hre,	three,	thre,	False
zeroe,	zero,	zero,	True
fivef,	five,	five,	True
ne,	nine,	nine,	True
ine,	nine,	nine,	True
en,	one,	one,	True
zero,	zero,	zero,	True
en,	one,	two,	False
twhre,	three,	thre,	False
thre,	three,	thre,	False
zeroe,	zero,	zero,	True
fev,	five,	five,	True
fivne,	five,	five,	True
stnf,	five,	seven,	False
eige,	eight,	eight,	True
one,	one,	one,	True
nine,	nine,	nine,	True
tivhref,	five,	thre,	False
nine,	nine,	nine,	True
sef,	five,	six,	False
tre,	three,	thre,	False
eionef,	five,	nine,	False
sixe,	six,	six,	True
twf,	two,	seven,	False
xie,	six,	six,	True
fivet,	five,	five,	True
ihe,	five,	eight,	False
he,	three,	two,	False
e,	three,	six,	False
foure,	four,	four,	True
eighe,	eight,	eight,	True
of,	four,	nine,	False
sixe,	six,	six,	True
eige,	eight,	eight,	True
fivne,	five,	five,	True
fue,	four,	four,	True
eig,	eight,	eight,	True
nine,	nine,	nine,	True
eige,	eight,	eight,	True
sixe,	six,	six,	True
toe,	two,	two,	True
thre,	three,	thre,	False
five,	five,	five,	True
sixe,	six,	six,	True
xie,	six,	six,	True
fie,	five,	five,	True
the,	two,	thre,	False
sixf,	six,	six,	True
t,	Two,	zero,	False
ninf,	nine,	nine,	True
nin,	nine,	nine,	True
sie,	six,	thre,	False
fivf,	five,	five,	True
finen,	nine,	seven,	False
swf,	five,	thre,	False
six,	six,	six,	True
ie,	three,	five,	False
ni,	nine,	nine,	True
fure,	four,	four,	True
oine,	nine,	one,	False
zrof,	zero,	zero,	True
sixf,	six,	six,	True
tonine,	nine,	nine,	True
thre,	three,	thre,	False
finef,	five,	five,	True
sie,	six,	seven,	False
eige,	eight,	eight,	True
fof,	four,	five,	False
wo,	two,	zero,	False
ie,	nine,	nine,	True
five,	five,	five,	True
sevt,	seven,	seven,	True
niv,	five,	five,	True
tw,	two,	two,	True
eigeroe,	eight,	zero,	False
seveie,	seven,	seven,	True
ighf,	five,	eight,	False
foe,	four,	four,	True
fo,	four,	four,	True
sixe,	six,	six,	True
seve,	seven,	seven,	True
sen,	three,	seven,	False
tsir,	three,	six,	False
oe,	zero,	one,	False
eih,	five,	eight,	False
nifiv,	five,	five,	True
siro,	zero,	zero,	True
,	four,	zero,	False
nin,	nine,	nine,	True
onef,	one,	one,	True
sif,	five,	six,	False
zeo,	zero,	zero,	True
sif,	five,	six,	False
sie,	six,	six,	True
nin,	nine,	nine,	True
tixe,	six,	two,	False
ni,	nine,	one,	False
nive,	five,	nine,	False
fourf,	four,	four,	True
o,	four,	one,	False
fur,	four,	four,	True
ine,	nine,	nine,	True
swro,	two,	zero,	False
one,	one,	one,	True
f,	five,	four,	False
five,	five,	five,	True
fur,	four,	four,	True
twohrei,	two,	thre,	False
ourt,	four,	one,	False
sex,	six,	seven,	False
five,	five,	five,	True
tif,	five,	thre,	False
ninef,	nine,	nine,	True
four,	four,	four,	True
six,	six,	six,	True
oexfv,	five,	six,	False
sev,	seven,	seven,	True
ix,	six,	six,	True
foe,	four,	five,	False
fv,	five,	seven,	False
tv,	five,	thre,	False
fiv,	five,	five,	True
fivf,	five,	five,	True
tw,	two,	two,	True
zo,	two,	zero,	False
e,	three,	one,	False
,	nine,	one,	False
sevi,	seven,	seven,	True
,	one,	zero,	False
vtwo,	two,	two,	True
ou,	two,	one,	False
zero,	zero,	zero,	True
fourg,	four,	four,	True
four,	four,	four,	True
nin,	nine,	nine,	True
fur,	four,	four,	True
tw,	two,	two,	True
u,	four,	four,	True
eig,	eight,	eight,	True
f,	four,	four,	True
sxe,	six,	six,	True
eigh,	eight,	eight,	True
ue,	two,	four,	False
fiv,	five,	five,	True
six,	six,	six,	True
tr,	three,	thre,	False
feig,	five,	eight,	False
f,	four,	four,	True
i,	nine,	six,	False
vnin,	nine,	nine,	True
fiv,	five,	five,	True
ni,	nine,	nine,	True
se,	seven,	seven,	True
tw,	two,	two,	True
,	five,	two,	False
tw,	two,	thre,	False
sv,	seven,	seven,	True
our,	four,	four,	True
four,	four,	four,	True
sev,	seven,	seven,	True
fiv,	five,	five,	True
ig,	five,	eight,	False
five,	five,	five,	True
ei,	five,	eight,	False
ou,	two,	one,	False
o,	zero,	zero,	True
,	seven,	eight,	False
fiv,	five,	five,	True
i,	nine,	eight,	False
oe,	zero,	one,	False
zo,	zero,	zero,	True
six,	six,	six,	True
eo,	two,	zero,	False
i,	nine,	nine,	True
fo,	four,	four,	True
eigh,	eight,	eight,	True
t,	two,	thre,	False
fiv,	five,	five,	True
n,	nine,	four,	False
oeg,	zero,	one,	False
,	one,	thre,	False
o,	zero,	two,	False
ni,	nine,	nine,	True
tw,	two,	two,	True
i,	nine,	eight,	False
ei,	five,	eight,	False
nin,	nine,	nine,	True
on,	One,	one,	False
fiv,	five,	seven,	False
n,	one,	one,	True
ig,	nine,	eight,	False
t,	two,	one,	False
sixf,	six,	six,	True
five,	five,	five,	True
n,	nine,	one,	False
tw,	two,	thre,	False
on,	One,	one,	False
o,	four,	one,	False
ow,	zero,	thre,	False
o,	four,	one,	False
eih,	five,	eight,	False
,	one,	seven,	False
zeru,	zero,	zero,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
six,	six,	six,	True
,	three,	four,	False
hi,	five,	thre,	False
sfev,	five,	seven,	False
siv,	five,	six,	False
r,	Four,	zero,	False
,	nine,	zero,	False
tw,	two,	thre,	False
to,	two,	two,	True
fiv,	five,	five,	True
fuou,	four,	four,	True
niv,	nine,	nine,	True
tw,	two,	two,	True
w,	two,	eight,	False
fiv,	five,	five,	True
er,	three,	zero,	False
w,	two,	two,	True
fu,	four,	four,	True
to,	two,	thre,	False
oe,	zero,	one,	False
eo,	zero,	zero,	True
i,	one,	eight,	False
ev,	five,	seven,	False
ihg,	eight,	eight,	True
fivt,	five,	five,	True
fiv,	five,	five,	True
,	nine,	four,	False
r,	four,	zero,	False
n,	nine,	nine,	True
fiv,	five,	seven,	False
x,	six,	zero,	False
in,	five,	nine,	False
seivf,	five,	six,	False
sevo,	seven,	seven,	True
six,	six,	six,	True
oiv,	five,	one,	False
fiv,	five,	five,	True
zin,	seven,	nine,	False
zsiv,	seven,	seven,	True
tw,	two,	two,	True
z,	two,	one,	False
ixs,	six,	six,	True
f,	five,	four,	False
si,	six,	six,	True
zsv,	five,	seven,	False
zn,	seven,	two,	False
znin,	nine,	nine,	True
fi,	five,	five,	True
ini,	nine,	nine,	True
vr,	four,	four,	True
,	nine,	two,	False
furn,	four,	four,	True
zi,	two,	eight,	False
zfiv,	five,	five,	True
h,	four,	eight,	False
,	three,	nine,	False
zi,	two,	nine,	False
ztw,	two,	two,	True
oe,	zero,	one,	False
zo,	two,	zero,	False
zei,	three,	eight,	False
zsir,	three,	zero,	False
fev,	five,	seven,	False
zsir,	three,	six,	False
z,	two,	one,	False
zw,	two,	eight,	False
zsi,	six,	six,	True
fiv,	five,	five,	True
ni,	nine,	nine,	True
,	three,	nine,	False
v,	five,	five,	True
ho,	two,	zero,	False
nero,	zero,	zero,	True
twrx,	two,	six,	False
n,	nine,	one,	False
tero,	zero,	zero,	True
th,	three,	seven,	False
swe,	three,	seven,	False
six,	six,	six,	True
tw,	two,	thre,	False
fi,	five,	two,	False
ewo,	two,	zero,	False
twfour,	four,	four,	True
seivf,	five,	six,	False
ix,	six,	six,	True
ei,	five,	one,	False
on,	one,	one,	True
two,	two,	two,	True
,	one,	thre,	False
tiv,	five,	five,	True
two,	Two,	two,	False
twhre,	three,	thre,	False
sevw,	seven,	seven,	True
tiw,	two,	eight,	False
ro,	four,	zero,	False
twhre,	three,	thre,	False
wo,	two,	two,	True
eig,	eight,	eight,	True
tw,	two,	two,	True
tve,	five,	thre,	False
ix,	six,	six,	True
sfv,	five,	seven,	False
tw,	two,	two,	True
two,	two,	two,	True
ie,	nine,	nine,	True
seveivn,	seven,	seven,	True
onure,	one,	one,	True
eigh,	eight,	eight,	True
nive,	five,	nine,	False
eg,	eight,	eight,	True
wo,	two,	two,	True
five,	five,	five,	True
fur,	four,	four,	True
nine,	nine,	nine,	True
se,	seven,	zero,	False
fiv,	five,	five,	True
o,	four,	two,	False
svr,	three,	six,	False
r,	four,	four,	True
tren,	three,	thre,	False
siv,	five,	six,	False
nine,	nine,	nine,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
wer,	four,	zero,	False
sei,	six,	seven,	False
nin,	nine,	nine,	True
fero,	four,	zero,	False
tohre,	three,	thre,	False
eo,	zero,	zero,	True
wer,	four,	zero,	False
twre,	two,	thre,	False
n,	nine,	thre,	False
si,	six,	seven,	False
ight,	eight,	eight,	True
nin,	nine,	nine,	True
sive,	five,	seven,	False
ive,	five,	five,	True
four,	four,	four,	True
igx,	six,	eight,	False
hro,	three,	zero,	False
ni,	nine,	nine,	True
one,	one,	one,	True
tfon,	three,	one,	False
eigh,	eight,	eight,	True
fr,	four,	four,	True
six,	six,	six,	True
on,	one,	one,	True
for,	four,	four,	True
four,	four,	four,	True
fi,	five,	five,	True
two,	two,	two,	True
five,	five,	five,	True
onei,	one,	one,	True
fiv,	five,	five,	True
five,	five,	five,	True
nig,	nine,	nine,	True
fiv,	five,	one,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
eig,	eight,	eight,	True
four,	four,	four,	True
o,	four,	one,	False
fur,	four,	four,	True
,	One,	eight,	False
n,	nine,	one,	False
nine,	nine,	nine,	True
si,	six,	six,	True
one,	one,	one,	True
th,	two,	eight,	False
sis,	six,	six,	True
four,	four,	four,	True
on,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
six,	six,	six,	True
the,	three,	thre,	False
six,	six,	six,	True
e,	three,	nine,	False
twg,	two,	two,	True
n,	nine,	two,	False
twren,	three,	thre,	False
sev,	seven,	seven,	True
eig,	eight,	eight,	True
ne,	nine,	one,	False
on,	one,	one,	True
igh,	nine,	eight,	False
five,	five,	five,	True
nine,	nine,	nine,	True
f,	five,	four,	False
e,	three,	one,	False
vro,	four,	zero,	False
seihev,	seven,	six,	False
fh,	five,	eight,	False
furn,	four,	four,	True
nin,	nine,	nine,	True
ni,	nine,	six,	False
nine,	nine,	nine,	True
thren,	three,	thre,	False
f,	four,	four,	True
one,	one,	one,	True
iv,	four,	five,	False
inhe,	nine,	thre,	False
n,	nine,	nine,	True
o,	four,	one,	False
nin,	nine,	nine,	True
two,	two,	two,	True
ine,	nine,	five,	False
hi,	five,	thre,	False
sevn,	seven,	seven,	True
tw,	two,	two,	True
stwo,	two,	zero,	False
thr,	three,	thre,	False
t,	two,	zero,	False
zeveo,	seven,	zero,	False
twon,	two,	two,	True
tw,	two,	two,	True
four,	four,	four,	True
i,	nine,	seven,	False
eih,	Five,	eight,	False
thr,	three,	thre,	False
nzeo,	nine,	zero,	False
sixf,	six,	six,	True
thxf,	six,	six,	True
o,	four,	two,	False
si,	six,	six,	True
thre,	three,	thre,	False
t,	two,	four,	False
f,	four,	four,	True
,	six,	eight,	False
t,	two,	two,	True
gh,	eight,	eight,	True
fsix,	six,	six,	True
oine,	nine,	one,	False
four,	four,	four,	True
fsie,	five,	seven,	False
six,	six,	six,	True
five,	five,	five,	True
zero,	zero,	zero,	True
,	three,	four,	False
th,	three,	thre,	False
tg,	two,	eight,	False
sio,	six,	four,	False
tw,	two,	two,	True
n,	nine,	one,	False
iwo,	two,	two,	True
nine,	nine,	nine,	True
no,	nine,	zero,	False
four,	four,	four,	True
si,	six,	six,	True
to,	two,	two,	True
nin,	nine,	nine,	True
t,	two,	six,	False
zero,	zero,	zero,	True
thr,	three,	thre,	False
,	four,	zero,	False
four,	four,	four,	True
to,	two,	two,	True
two,	two,	two,	True
eig,	eight,	eight,	True
sivn,	seven,	seven,	True
nine,	nine,	nine,	True
eigi,	eight,	eight,	True
eigh,	eight,	eight,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
fio,	five,	four,	False
in,	five,	five,	True
sir,	three,	six,	False
sin,	seven,	seven,	True
in,	one,	nine,	False
ig,	nine,	eight,	False
si,	six,	six,	True
six,	six,	six,	True
n,	nine,	four,	False
i,	nine,	eight,	False
tho,	two,	thre,	False
f,	four,	four,	True
,	five,	one,	False
six,	six,	six,	True
ix,	six,	six,	True
th,	three,	thre,	False
sein,	seven,	thre,	False
our,	four,	four,	True
n,	nine,	nine,	True
igh,	nine,	eight,	False
fonr,	four,	four,	True
ze,	three,	zero,	False
th,	Three,	two,	False
hto,	two,	thre,	False
fo,	four,	four,	True
ig,	nine,	eight,	False
tiw,	two,	two,	True
zero,	zero,	zero,	True
five,	five,	five,	True
fiv,	five,	five,	True
eight,	eight,	eight,	True
eig,	eight,	eight,	True
thr,	three,	thre,	False
fiv,	five,	five,	True
two,	two,	two,	True
one,	one,	one,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
fse,	five,	six,	False
one,	one,	one,	True
r,	four,	zero,	False
,	six,	thre,	False
th,	two,	thre,	False
one,	one,	one,	True
eig,	eight,	eight,	True
fur,	four,	four,	True
si,	six,	six,	True
five,	five,	five,	True
f,	five,	four,	False
i,	nine,	six,	False
fu,	four,	four,	True
t,	two,	thre,	False
fi,	five,	five,	True
to,	two,	two,	True
eig,	eight,	eight,	True
sevn,	seven,	seven,	True
six,	six,	six,	True
,	three,	five,	False
fiv,	five,	nine,	False
fi,	five,	five,	True
our,	four,	four,	True
ni,	nine,	one,	False
o,	four,	two,	False
,	two,	thre,	False
tig,	two,	eight,	False
si,	six,	thre,	False
t,	two,	thre,	False
onf,	one,	one,	True
nieg,	nine,	nine,	True
nin,	nine,	nine,	True
e,	three,	four,	False
fur,	four,	four,	True
fve,	five,	seven,	False
fiu,	five,	four,	False
o,	zero,	nine,	False
fin,	five,	four,	False
te,	three,	thre,	False
fiv,	five,	five,	True
fiv,	five,	five,	True
ninen,	nine,	nine,	True
tw,	two,	two,	True
four,	four,	four,	True
tif,	five,	six,	False
five,	five,	five,	True
on,	one,	one,	True
seiv,	five,	seven,	False
four,	four,	four,	True
four,	four,	four,	True
nin,	nine,	nine,	True
sex,	six,	six,	True
,	eight,	zero,	False
fou,	four,	four,	True
th,	three,	thre,	False
ig,	nine,	eight,	False
fi,	five,	five,	True
tw,	two,	two,	True
ze,	three,	zero,	False
fou,	four,	four,	True
t,	two,	thre,	False
two,	two,	two,	True
th,	three,	two,	False
ig,	nine,	eight,	False
nine,	nine,	nine,	True
fiv,	five,	five,	True
tohr,	four,	thre,	False
siv,	five,	seven,	False
eto,	two,	two,	True
,	seven,	thre,	False
six,	six,	six,	True
five,	five,	five,	True
seo,	three,	two,	False
i,	nine,	nine,	True
one,	one,	one,	True
th,	three,	thre,	False
thr,	three,	thre,	False
eig,	eight,	eight,	True
twre,	two,	thre,	False
igh,	nine,	eight,	False
nin,	nine,	nine,	True
tw,	two,	thre,	False
eig,	eight,	eight,	True
zix,	Six,	six,	False
zero,	zero,	zero,	True
un,	one,	four,	False
six,	six,	six,	True
iv,	four,	five,	False
tvhr,	four,	thre,	False
tnr,	three,	thre,	False
ef,	five,	eight,	False
tohre,	three,	thre,	False
sr,	Three,	zero,	False
nin,	nine,	nine,	True
eig,	eight,	thre,	False
tw,	two,	two,	True
eig,	eight,	eight,	True
furg,	four,	four,	True
ti,	three,	two,	False
f,	four,	four,	True
zhro,	zero,	zero,	True
nin,	nine,	nine,	True
,	six,	four,	False
one,	one,	one,	True
tzere,	Three,	zero,	False
eig,	eight,	eight,	True
niv,	nine,	five,	False
fg,	five,	five,	True
eig,	eight,	eight,	True
tr,	three,	two,	False
five,	five,	five,	True
two,	Two,	two,	False
fen,	seven,	six,	False
nero,	zero,	one,	False
zeoe,	zero,	zero,	True
fouret,	four,	four,	True
oeg,	zero,	one,	False
four,	four,	four,	True
th,	two,	thre,	False
t,	seven,	two,	False
one,	one,	one,	True
fiv,	five,	five,	True
zer,	zero,	zero,	True
sixe,	six,	six,	True
se,	seven,	seven,	True
nue,	nine,	four,	False
zere,	zero,	zero,	True
rn,	three,	thre,	False
siv,	five,	five,	True
twe,	two,	two,	True
to,	two,	thre,	False
six,	six,	six,	True
tw,	two,	two,	True
sevnein,	seven,	seven,	True
sixt,	six,	six,	True
nine,	nine,	nine,	True
se,	seven,	six,	False
ne,	nine,	nine,	True
si,	six,	seven,	False
tw,	two,	eight,	False
seve,	seven,	seven,	True
fourn,	four,	four,	True
te,	three,	thre,	False
sev,	seven,	seven,	True
sev,	seven,	seven,	True
six,	six,	six,	True
twhe,	two,	thre,	False
e,	three,	eight,	False
zero,	zero,	zero,	True
fiv,	five,	five,	True
twe,	two,	two,	True
fvour,	four,	four,	True
ev,	five,	one,	False
five,	five,	five,	True
n,	nine,	nine,	True
tiw,	two,	eight,	False
hre,	three,	thre,	False
tre,	three,	thre,	False
four,	four,	four,	True
ix,	six,	thre,	False
one,	one,	one,	True
sixe,	six,	six,	True
nin,	nine,	nine,	True
svi,	five,	seven,	False
i,	nine,	thre,	False
fu,	four,	four,	True
,	four,	four,	True
zero,	zero,	zero,	True
five,	five,	five,	True
oe,	zero,	four,	False
te,	three,	two,	False
fvn,	seven,	seven,	True
e,	Three,	one,	False
tw,	two,	zero,	False
sine,	nine,	six,	False
eg,	nine,	eight,	False
ein,	one,	eight,	False
,	seven,	one,	False
one,	one,	one,	True
e,	Three,	zero,	False
seve,	seven,	seven,	True
fev,	five,	thre,	False
sivnf,	five,	seven,	False
swe,	three,	zero,	False
nine,	nine,	nine,	True
wn,	one,	two,	False
tw,	two,	two,	True
one,	one,	one,	True
twoe,	two,	two,	True
zeroe,	zero,	zero,	True
ne,	nine,	nine,	True
tn,	ten,	nine,	False
fiv,	five,	five,	True
sen,	three,	seven,	False
the,	three,	thre,	False
fou,	four,	four,	True
sev,	seven,	zero,	False
sixe,	six,	six,	True
oure,	four,	one,	False
si,	six,	six,	True
tire,	four,	thre,	False
foure,	four,	four,	True
nin,	nine,	nine,	True
zero,	zero,	zero,	True
eie,	nine,	eight,	False
tw,	two,	two,	True
five,	five,	five,	True
seixe,	six,	six,	True
szi,	six,	six,	True
trhre,	three,	thre,	False
twen,	two,	two,	True
fiue,	five,	four,	False
eighe,	eight,	eight,	True
oe,	two,	one,	False
sivei,	five,	seven,	False
twen,	two,	two,	True
nine,	nine,	nine,	True
twr,	two,	thre,	False
tw,	two,	four,	False
fvur,	four,	four,	True
five,	five,	five,	True
fourn,	four,	four,	True
zsro,	zero,	zero,	True
o,	four,	nine,	False
four,	four,	four,	True
tw,	Two,	two,	False
nigt,	nine,	eight,	False
twoto,	two,	two,	True
,	five,	thre,	False
zoe,	zero,	zero,	True
fiv,	five,	five,	True
,	One,	seven,	False
ovn,	one,	one,	True
sven,	seven,	six,	False
nin,	nine,	nine,	True
eigt,	eight,	eight,	True
svne,	nine,	seven,	False
zeroe,	zero,	zero,	True
ewr,	two,	six,	False
our,	four,	four,	True
si,	six,	six,	True
sixe,	six,	six,	True
sev,	seven,	seven,	True
twe,	two,	two,	True
o,	four,	one,	False
t,	two,	one,	False
five,	five,	five,	True
nine,	nine,	nine,	True
seini,	six,	seven,	False
zir,	zero,	zero,	True
n,	nine,	nine,	True
two,	two,	zero,	False
twn,	two,	two,	True
oe,	zero,	one,	False
tw,	two,	two,	True
e,	three,	five,	False
twoe,	two,	two,	True
six,	six,	six,	True
rog,	four,	eight,	False
sev,	seven,	five,	False
thre,	three,	thre,	False
e,	three,	zero,	False
to,	two,	two,	True
o,	Zero,	one,	False
fiv,	five,	five,	True
th,	four,	thre,	False
tie,	five,	eight,	False
f,	five,	four,	False
fiv,	five,	five,	True
sx,	Six,	six,	False
nin,	nine,	nine,	True
tw,	two,	two,	True
zeo,	zero,	zero,	True
etge,	eight,	eight,	True
nin,	nine,	nine,	True
e,	three,	zero,	False
siv,	five,	seven,	False
one,	one,	one,	True
four,	four,	four,	True
sen,	seven,	seven,	True
niven,	seven,	nine,	False
ztwr,	two,	thre,	False
twe,	two,	two,	True
ei,	five,	eight,	False
zro,	zero,	zero,	True
fi,	five,	one,	False
five,	five,	five,	True
five,	five,	five,	True
nine,	nine,	nine,	True
ze,	three,	zero,	False
five,	five,	five,	True
i,	nine,	eight,	False
ze,	seven,	nine,	False
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
oe,	one,	one,	True
tire,	four,	thre,	False
th,	three,	thre,	False
two,	two,	two,	True
foive,	five,	five,	True
four,	four,	four,	True
eit,	eight,	eight,	True
throv,	three,	thre,	False
oe,	zero,	one,	False
seix,	six,	six,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
stix,	six,	six,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
on,	one,	one,	True
eig,	eight,	eight,	True
shr,	three,	six,	False
t,	two,	one,	False
two,	two,	two,	True
hre,	three,	thre,	False
fiv,	five,	five,	True
,	two,	zero,	False
se,	seven,	seven,	True
fiv,	five,	five,	True
hr,	four,	thre,	False
o,	four,	one,	False
f,	four,	four,	True
one,	one,	one,	True
,	seven,	one,	False
z,	two,	zero,	False
for,	four,	four,	True
six,	six,	six,	True
w,	two,	two,	True
sev,	seven,	seven,	True
o,	two,	one,	False
on,	one,	one,	True
seix,	six,	seven,	False
on,	One,	one,	False
,	three,	six,	False
f,	five,	four,	False
zr,	zero,	zero,	True
srie,	three,	six,	False
hre,	Three,	thre,	False
nin,	nine,	nine,	True
o,	four,	thre,	False
six,	six,	six,	True
f,	four,	four,	True
seven,	seven,	seven,	True
tohre,	three,	thre,	False
n,	nine,	nine,	True
ev,	five,	five,	True
nin,	nine,	nine,	True
siv,	five,	seven,	False
six,	six,	six,	True
nin,	nine,	nine,	True
nini,	nine,	nine,	True
eig,	eight,	eight,	True
ei,	five,	two,	False
fr,	four,	four,	True
zer,	zero,	zero,	True
our,	four,	four,	True
r,	four,	four,	True
one,	one,	one,	True
sevix,	seven,	seven,	True
twh,	two,	thre,	False
zo,	two,	zero,	False
in,	two,	nine,	False
on,	one,	one,	True
nin,	nine,	nine,	True
fieven,	five,	seven,	False
ei,	five,	eight,	False
eigi,	eight,	eight,	True
fie,	five,	four,	False
sev,	seven,	seven,	True
tw,	two,	four,	False
two,	two,	two,	True
zeo,	zero,	zero,	True
wnin,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
si,	six,	zero,	False
si,	Six,	seven,	False
eig,	eight,	eight,	True
sevw,	seven,	seven,	True
tiwe,	two,	eight,	False
se,	Three,	six,	False
eign,	nine,	eight,	False
thren,	three,	thre,	False
seveni,	seven,	seven,	True
n,	nine,	nine,	True
nine,	nine,	nine,	True
two,	two,	two,	True
zrv,	three,	zero,	False
zr,	zero,	zero,	True
one,	one,	one,	True
six,	six,	six,	True
nin,	nine,	nine,	True
ni,	nine,	four,	False
zro,	zero,	zero,	True
one,	one,	one,	True
ni,	nine,	nine,	True
ftwo,	two,	two,	True
f,	four,	four,	True
iv,	four,	five,	False
n,	nine,	zero,	False
thr,	three,	thre,	False
zero,	zero,	zero,	True
nine,	nine,	nine,	True
six,	six,	six,	True
eig,	eight,	eight,	True
twn,	two,	six,	False
zo,	two,	zero,	False
sev,	seven,	seven,	True
fo,	four,	four,	True
ninet,	nine,	nine,	True
eig,	eight,	eight,	True
the,	two,	thre,	False
,	three,	one,	False
tw,	two,	two,	True
in,	five,	nine,	False
gh,	eight,	eight,	True
exr,	six,	zero,	False
two,	two,	two,	True
in,	five,	five,	True
sivn,	seven,	seven,	True
five,	five,	five,	True
oe,	nine,	one,	False
eigh,	eight,	eight,	True
f,	four,	four,	True
t,	two,	six,	False
si,	six,	thre,	False
seiv,	seven,	seven,	True
eig,	eight,	eight,	True
eg,	eight,	eight,	True
six,	six,	six,	True
ni,	nine,	nine,	True
i,	one,	five,	False
t,	two,	thre,	False
five,	five,	five,	True
ev,	five,	seven,	False
zron,	zero,	zero,	True
ig,	five,	eight,	False
t,	two,	thre,	False
ive,	five,	five,	True
,	four,	four,	True
five,	five,	five,	True
t,	two,	five,	False
nin,	nine,	nine,	True
si,	six,	six,	True
er,	three,	zero,	False
se,	seven,	seven,	True
tw,	two,	two,	True
,	four,	five,	False
sevxin,	seven,	seven,	True
zeo,	zero,	zero,	True
to,	two,	thre,	False
sixn,	six,	six,	True
nen,	nine,	seven,	False
twohre,	three,	thre,	False
seiven,	seven,	seven,	True
ei,	five,	eight,	False
,	one,	one,	True
nin,	nine,	nine,	True
fein,	five,	seven,	False
egh,	eight,	eight,	True
,	seven,	four,	False
five,	five,	five,	True
nine,	nine,	nine,	True
six,	six,	six,	True
two,	two,	zero,	False
five,	five,	five,	True
eig,	eight,	eight,	True
two,	two,	two,	True
,	five,	nine,	False
fou,	four,	four,	True
i,	Nine,	six,	False
fo,	four,	four,	True
thren,	three,	thre,	False
twen,	two,	two,	True
nin,	nine,	nine,	True
fvur,	four,	four,	True
fur,	four,	four,	True
o,	zero,	one,	False
ro,	four,	zero,	False
